user_id,age_group,location,device_type,subscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,sessions_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
USER-001348,36-45,Buenos Aires,Mobile,Enterprise,57,49,173.55,,5,69.6,12.1,0.063,25.79,1
USER-001349,26-35,La Plata,Mobile,Basic,340,5,407.67,140.0,29,69.7,14.1,0.238,0.44,0
USER-001350,,Buenos Aires,Mobile,Premium,83,19,460.23,107.0,2,79.3,6.1,0.042,6.87,1
USER-001351,18-25,Otros,Mobile,Premium,330,2,239.92,92.0,12,65.5,6.0,,0.18,1
USER-001352,46-55,,Mobile,Free,78,36,353.34,26.0,20,97.7,9.9,0.583,13.85,1
USER-001353,18-25,Otros,Desktop,Basic,301,26,12.59,133.0,28,33.5,16.1,0.621,,1
USER-001354,26-35,Buenos Aires,Mobile,Basic,269,24,104.31,135.0,9,,8.7,,2.68,1
USER-001355,26-35,Buenos Aires,Desktop,Free,69,26,134.95,154.0,15,1.2,,0.473,11.3,0
USER-001356,36-45,Rosario,Desktop,Basic,236,42,131.9,10.0,7,119.8,15.2,,5.34,0
USER-001357,26-35,Otros,Mobile,Free,15,0,329.41,999.0,22,,,0.331,,1
USER-001358,18-25,Buenos Aires,Desktop,Premium,191,23,169.3,105.0,12,79.5,13.9,0.355,3.61,0
USER-001359,46-55,Buenos Aires,Mobile,Free,262,42,430.48,169.0,7,59.3,19.0,0.35,4.81,1
USER-001360,18-25,Cordoba,Mobile,Premium,236,3,376.68,134.0,9,25.3,,0.23,0.38,0
USER-001361,26-35,Cordoba,Mobile,Premium,220,33,41.99,116.0,11,,5.3,0.161,4.5,0
USER-001362,46-55,Otros,Mobile,Basic,224,28,453.36,4.0,24,28.9,10.2,0.175,3.75,0
USER-001363,26-35,Otros,Mobile,Premium,83,33,134.86,,8,103.6,10.8,0.248,11.93,0
USER-001364,18-25,Rosario,Desktop,Free,159,18,133.53,62.0,24,115.0,18.7,0.685,3.4,0
USER-001365,36-45,Cordoba,Mobile,Basic,71,33,,,10,92.5,15.6,0.336,,0
USER-001366,18-25,Buenos Aires,Mobile,Free,191,48,218.18,178.0,25,33.4,4.8,0.322,7.54,0
USER-001367,36-45,Cordoba,Mobile,Basic,57,15,169.11,,11,57.1,5.6,0.267,7.89,0
USER-001368,26-35,Rosario,Desktop,Free,249,8,123.34,11.0,6,56.6,11.2,0.591,0.96,1
USER-001369,36-45,Otros,Mobile,Free,313,47,115.12,94.0,3,5.4,1.2,0.47,4.5,0
USER-001370,55+,Rosario,Desktop,Premium,304,5,,60.0,19,15.1,16.3,0.633,0.49,1
USER-001371,36-45,Otros,Mobile,Basic,91,17,275.13,,24,,1.1,0.674,,0
USER-001372,36-45,La Plata,Mobile,Basic,255,14,463.16,71.0,0,51.8,7.6,0.286,1.65,0
USER-001373,36-45,Buenos Aires,Desktop,Enterprise,134,36,20.47,70.0,6,21.5,4.0,0.59,8.06,0
USER-001374,18-25,Buenos Aires,Mobile,Basic,274,42,230.24,,4,4.7,14.8,0.579,4.6,0
USER-001375,36-45,La Plata,Mobile,Basic,178,9,347.08,40.0,15,46.0,4.3,,1.52,1
USER-001376,36-45,La Plata,Mobile,Premium,276,13,45.87,106.0,3,52.7,14.3,0.133,,1
USER-001377,26-35,Rosario,Desktop,Premium,0,37,450.5,149.0,10,106.5,4.0,0.798,37.0,0
USER-001378,36-45,Buenos Aires,Mobile,Free,93,50,228.09,80.0,8,73.1,18.6,0.639,16.13,1
USER-001379,18-25,Buenos Aires,Desktop,Basic,355,5,438.62,,25,83.6,,0.184,0.42,0
USER-001380,26-35,La Plata,Mobile,Free,7,41,,34.0,1,62.6,11.2,0.185,41.0,0
USER-001381,18-25,Buenos Aires,Desktop,Basic,301,4,128.33,141.0,2,41.4,11.2,0.208,0.4,0
USER-001382,26-35,La Plata,Mobile,Basic,195,13,78.46,56.0,22,76.7,10.8,0.5,2.0,1
USER-001383,26-35,Rosario,Mobile,Premium,329,29,90.67,,27,41.2,1.6,0.009,2.64,0
USER-001384,36-45,Rosario,Desktop,Premium,352,5,,163.0,18,10.6,14.1,,0.43,1
USER-001385,26-35,La Plata,Desktop,Free,315,40,376.75,154.0,0,86.6,,0.25,,0
USER-001386,18-25,Otros,Desktop,Premium,21,16,88.04,139.0,26,18.6,13.7,0.432,16.0,1
USER-001387,26-35,Otros,Mobile,Free,218,48,,159.0,25,6.1,8.2,0.032,6.61,0
USER-001388,26-35,Buenos Aires,,Basic,143,15,195.17,162.0,10,11.6,14.8,0.22,3.15,1
USER-001389,26-35,Rosario,Mobile,Free,289,17,260.72,82.0,11,79.7,8.0,0.657,1.76,0
USER-001390,26-35,Buenos Aires,Desktop,Basic,70,3,209.3,61.0,13,72.7,12.7,0.368,1.29,0
USER-001391,36-45,,Desktop,Basic,184,33,,16.0,1,32.9,1.9,,5.38,1
USER-001392,26-35,Cordoba,Desktop,Premium,165,47,12.44,,23,31.8,17.3,0.142,8.55,0
USER-001393,26-35,Otros,Mobile,Free,123,48,,165.0,2,48.6,5.6,0.538,11.71,1
USER-001394,36-45,Rosario,Mobile,Free,293,36,326.14,,23,37.6,6.7,0.017,3.69,0
USER-001395,36-45,Buenos Aires,Desktop,Premium,151,27,,79.0,30,93.6,2.6,0.699,5.36,0
USER-001396,26-35,Otros,Mobile,Free,166,48,193.1,74.0,27,,4.5,0.631,8.67,1
USER-001397,26-35,Cordoba,Mobile,Free,20,46,21.4,21.0,15,45.9,8.8,0.224,46.0,0
USER-001398,26-35,Otros,,Premium,217,1,388.3,27.0,11,29.7,14.3,0.415,,0
USER-001399,26-35,Otros,Mobile,Premium,224,3,340.1,87.0,1,35.5,13.1,0.795,,1
USER-001400,18-25,Otros,Mobile,Premium,216,22,105.22,134.0,8,70.9,17.8,0.098,3.06,0
USER-001401,46-55,La Plata,Mobile,Premium,252,29,267.84,31.0,17,6.8,19.5,0.193,3.45,0
USER-001402,36-45,Buenos Aires,Mobile,Basic,319,20,499.73,10.0,28,49.4,1.7,0.061,1.88,1
USER-001403,,Rosario,Mobile,Premium,323,20,495.8,24.0,14,115.3,17.3,0.623,1.86,0
USER-001404,46-55,Buenos Aires,Mobile,Premium,97,1,297.18,85.0,24,50.4,,0.67,0.31,1
USER-001405,46-55,Buenos Aires,Mobile,Basic,97,44,253.7,72.0,26,117.5,3.3,0.58,,1
USER-001406,46-55,La Plata,Desktop,Free,153,39,398.12,34.0,28,7.9,,0.057,7.65,1
USER-001407,46-55,Rosario,Mobile,Free,302,18,120.66,101.0,16,,16.9,,1.79,0
USER-001408,18-25,La Plata,Mobile,Free,157,38,257.87,18.0,7,54.7,7.4,0.335,7.26,1
USER-001409,26-35,Buenos Aires,Desktop,Premium,318,8,264.64,104.0,30,89.9,16.8,,0.75,0
USER-001410,18-25,Otros,Mobile,Enterprise,193,47,32.72,177.0,3,14.9,3.4,0.624,7.31,0
USER-001411,46-55,Otros,Desktop,Free,356,13,187.05,101.0,28,,16.5,0.61,1.1,1
USER-001412,18-25,Cordoba,Mobile,Premium,168,6,476.87,55.0,8,,7.8,0.654,1.07,1
USER-001413,36-45,Cordoba,Mobile,Basic,105,31,217.99,143.0,20,108.4,12.8,0.787,8.86,0
USER-001414,26-35,Otros,Mobile,Free,230,35,12.43,,14,,7.5,0.19,4.57,0
USER-001415,46-55,Mendoza,,Basic,24,13,124.54,95.0,19,87.1,2.0,0.534,13.0,1
USER-001416,36-45,Buenos Aires,Desktop,Basic,134,36,294.61,16.0,25,35.4,11.9,0.748,8.06,1
USER-001417,,Otros,,Free,0,48,302.95,146.0,19,113.2,9.0,0.5,48.0,1
USER-001418,46-55,Rosario,Desktop,Basic,173,48,,173.0,21,,17.2,0.072,,1
USER-001419,26-35,Cordoba,Mobile,Free,98,36,,84.0,18,13.3,1.4,,11.02,0
USER-001420,36-45,Mendoza,Desktop,Enterprise,207,12,,57.0,9,93.9,15.7,0.344,1.74,1
USER-001421,36-45,Otros,Mobile,Basic,77,35,241.76,101.0,20,15.0,15.5,0.778,13.64,0
USER-001422,36-45,Buenos Aires,Mobile,Basic,350,46,121.77,155.0,7,39.8,13.6,0.726,3.94,0
USER-001423,,Otros,Mobile,Premium,33,48,18.57,72.0,26,1.4,7.5,,43.64,0
USER-001424,18-25,Buenos Aires,Desktop,Basic,26,21,24.67,37.0,12,71.3,7.8,0.541,21.0,1
USER-001425,36-45,Buenos Aires,Mobile,Basic,143,22,209.39,18.0,29,99.7,1.3,0.386,4.62,1
USER-001426,18-25,La Plata,Desktop,Premium,147,33,163.71,86.0,29,90.3,,0.154,6.73,0
USER-001427,,Buenos Aires,Mobile,Premium,229,32,143.23,10.0,27,4.5,19.2,0.383,4.19,1
USER-001428,18-25,Rosario,Mobile,Basic,251,24,40.68,14.0,3,100.2,15.5,,2.87,1
USER-001429,18-25,,Desktop,Premium,327,1,33.48,16.0,12,63.8,12.6,0.223,0.09,0
USER-001430,36-45,Buenos Aires,Desktop,Free,215,26,389.09,161.0,16,24.3,12.1,0.355,3.63,1
USER-001431,36-45,Buenos Aires,Mobile,Basic,155,17,18.24,126.0,14,53.7,,0.13,3.29,1
USER-001432,46-55,La Plata,Desktop,Premium,0,26,338.98,152.0,4,42.0,11.6,,26.0,0
USER-001433,36-45,La Plata,Tablet,Premium,114,10,287.06,154.0,2,92.5,6.0,0.318,2.63,1
USER-001434,36-45,Buenos Aires,Tablet,Free,97,29,123.74,33.0,30,111.8,7.8,0.744,8.97,0
USER-001435,26-35,Otros,Mobile,Basic,262,5,,52.0,27,119.5,18.2,0.542,0.57,1
USER-001436,,Buenos Aires,Mobile,Premium,325,15,414.33,,10,16.8,10.4,0.459,1.38,0
USER-001437,26-35,Buenos Aires,Mobile,,189,34,155.4,67.0,18,6.9,19.3,0.692,5.4,1
USER-001438,18-25,La Plata,Mobile,Free,200,6,221.27,,1,29.1,4.9,0.2,0.9,1
USER-001439,26-35,Cordoba,Tablet,Premium,313,47,397.56,,16,21.3,4.5,0.011,4.5,1
USER-001440,36-45,La Plata,Desktop,Basic,283,11,60.15,49.0,8,62.8,19.5,0.137,,1
USER-001441,26-35,La Plata,Desktop,Basic,86,28,124.59,109.0,27,99.3,17.6,,,0
USER-001442,46-55,Buenos Aires,Desktop,Free,307,1,175.85,,24,,15.0,0.394,0.1,0
USER-001443,36-45,Mendoza,Mobile,Basic,6,7,232.25,179.0,1,48.9,18.8,0.189,7.0,0
USER-001444,26-35,La Plata,Desktop,Free,158,48,11.1,138.0,4,11.0,17.0,0.144,9.11,1
USER-001445,26-35,Rosario,Mobile,Free,43,42,189.36,,17,118.7,18.8,0.549,29.3,1
USER-001446,36-45,Mendoza,Mobile,Premium,158,11,45.65,146.0,4,40.0,8.6,,2.09,0
USER-001447,55+,Rosario,Mobile,Basic,61,15,220.68,155.0,17,35.4,11.4,0.013,7.38,1
USER-001448,18-25,Otros,Desktop,Premium,284,38,348.98,58.0,21,101.2,9.2,0.575,4.01,0
USER-001449,26-35,,Desktop,Free,11,38,175.48,156.0,16,66.9,2.3,0.067,38.0,0
USER-001450,26-35,Cordoba,Mobile,Premium,188,2,350.69,112.0,2,43.5,4.4,0.716,0.32,1
USER-001451,26-35,Cordoba,Mobile,Enterprise,160,11,22.85,157.0,14,33.7,15.8,0.771,2.06,0
USER-001452,36-45,Rosario,Mobile,Basic,333,31,198.39,38.0,27,75.2,18.4,,2.79,1
USER-001453,46-55,,Mobile,Free,287,47,28.71,164.0,17,38.9,11.0,0.319,4.91,0
USER-001454,36-45,Mendoza,Mobile,Basic,270,1,335.15,92.0,24,119.3,8.2,0.496,0.11,1
USER-001455,,Buenos Aires,Desktop,Free,14,34,96.19,87.0,27,45.6,5.8,0.747,,0
USER-001456,26-35,Cordoba,Mobile,Premium,164,39,154.14,163.0,7,76.4,3.5,0.426,7.13,1
USER-001457,46-55,Mendoza,Desktop,Free,71,12,277.63,146.0,29,13.3,8.7,,5.07,0
USER-001458,36-45,Buenos Aires,Mobile,Free,15,30,97.17,87.0,12,21.0,11.9,0.323,30.0,1
USER-001459,18-25,Rosario,Mobile,Basic,64,43,191.33,57.0,27,119.0,,0.448,20.16,0
USER-001460,26-35,Buenos Aires,Desktop,Basic,165,24,475.29,143.0,10,2.9,7.1,0.39,4.36,1
USER-001461,26-35,Buenos Aires,Mobile,Free,17,39,68.79,172.0,28,62.0,12.0,0.741,39.0,0
USER-001462,46-55,Rosario,Mobile,Free,308,45,173.47,60.0,8,95.4,2.6,0.291,,0
USER-001463,26-35,Buenos Aires,Mobile,Free,164,20,109.13,,23,21.6,12.8,0.172,3.66,0
USER-001464,26-35,La Plata,Mobile,Free,151,27,229.19,81.0,1,,12.8,0.762,5.36,0
USER-001465,36-45,Rosario,Mobile,Enterprise,289,50,52.7,90.0,5,55.3,12.7,0.758,,0
USER-001466,,Cordoba,Mobile,Basic,303,8,381.3,1.0,8,44.0,5.5,0.411,0.79,1
USER-001467,46-55,Buenos Aires,,Free,80,21,283.13,109.0,13,7.9,7.2,0.618,,0
USER-001468,26-35,Mendoza,Mobile,Free,106,10,77.73,180.0,10,61.7,19.7,,2.83,0
USER-001469,26-35,Buenos Aires,Mobile,Enterprise,222,50,434.73,157.0,9,22.2,3.4,0.766,6.76,1
USER-001470,55+,La Plata,Mobile,Free,305,8,466.96,1.0,28,5.7,4.0,0.245,,0
USER-001471,18-25,Rosario,Mobile,Enterprise,38,8,,,25,39.8,7.0,0.167,6.32,1
USER-001472,26-35,Buenos Aires,Mobile,Basic,200,35,371.7,174.0,3,34.8,6.4,0.416,5.25,1
USER-001473,26-35,Rosario,Tablet,Basic,50,31,481.92,176.0,29,27.4,9.5,0.51,18.6,0
USER-001474,36-45,Buenos Aires,Mobile,Premium,140,8,189.48,131.0,23,84.7,,0.23,1.71,0
USER-001475,26-35,La Plata,Mobile,Basic,330,6,371.15,,26,8.5,4.8,0.115,0.55,1
USER-001476,18-25,Buenos Aires,Mobile,Free,35,0,443.89,999.0,16,30.1,6.0,0.128,0.0,0
USER-001477,26-35,Buenos Aires,Mobile,Basic,82,33,356.02,170.0,14,22.1,4.4,0.28,12.07,1
USER-001478,26-35,Mendoza,Mobile,Basic,128,30,76.48,39.0,27,69.0,1.6,0.114,7.03,1
USER-001479,26-35,Mendoza,Desktop,Basic,319,42,281.36,26.0,12,7.3,17.5,0.575,3.95,1
USER-001480,36-45,Buenos Aires,Mobile,Free,304,28,395.73,55.0,29,68.2,12.1,0.149,2.76,1
USER-001481,26-35,Buenos Aires,Mobile,Basic,351,39,114.91,105.0,28,21.4,2.9,,3.33,1
USER-001482,36-45,Rosario,Desktop,Free,198,35,80.5,42.0,10,78.7,14.3,,,0
USER-001483,46-55,Cordoba,Mobile,Premium,70,17,,125.0,23,77.7,15.0,0.706,7.29,1
USER-001484,,Cordoba,Mobile,Free,253,21,137.91,64.0,18,97.5,15.7,0.489,2.49,0
USER-001485,18-25,Cordoba,Desktop,Premium,306,28,11.32,146.0,5,53.4,4.1,0.265,,1
USER-001486,46-55,Cordoba,Mobile,Basic,24,7,114.98,83.0,4,70.0,11.6,0.732,,0
USER-001487,18-25,Buenos Aires,Desktop,Enterprise,241,8,398.68,101.0,23,95.1,17.4,,1.0,1
USER-001488,18-25,Buenos Aires,Desktop,Basic,277,43,443.56,132.0,16,61.2,11.8,0.279,4.66,1
USER-001489,36-45,Mendoza,Desktop,Basic,258,22,100.48,163.0,17,47.9,2.2,,2.56,1
USER-001490,18-25,Buenos Aires,Mobile,Premium,345,41,50.18,146.0,27,,7.1,0.368,3.57,1
USER-001491,46-55,Buenos Aires,Mobile,Premium,188,5,21.19,38.0,20,69.7,15.8,0.584,0.8,0
USER-001492,36-45,Rosario,Mobile,Free,65,17,330.34,130.0,6,7.7,16.6,0.729,7.85,1
USER-001493,26-35,Cordoba,Mobile,Basic,70,5,308.26,29.0,4,48.3,13.0,0.585,2.14,1
USER-001494,18-25,Buenos Aires,Desktop,Premium,306,29,210.95,,4,7.4,12.5,,2.84,1
USER-001495,18-25,Cordoba,Mobile,Premium,320,2,69.27,,14,,7.5,0.594,0.19,0
USER-001496,36-45,Otros,Mobile,Basic,95,46,114.9,75.0,18,23.9,8.2,0.167,14.53,0
USER-001497,36-45,Cordoba,Desktop,Premium,359,49,265.29,38.0,24,94.4,4.3,0.072,4.09,1
USER-001498,36-45,Rosario,Desktop,Free,354,21,431.32,147.0,21,39.9,3.6,0.477,1.78,1
USER-001499,18-25,La Plata,Mobile,Premium,173,23,497.34,89.0,23,46.3,16.0,0.648,3.99,1
USER-001500,18-25,Otros,Desktop,Basic,30,22,72.82,177.0,18,60.1,1.3,0.078,22.0,0
USER-001501,18-25,Buenos Aires,Mobile,Free,133,20,274.42,99.0,9,,3.5,0.677,,0
USER-001502,46-55,La Plata,Desktop,Free,233,30,,108.0,3,44.1,4.1,0.185,3.86,1
USER-001503,,Buenos Aires,Desktop,Basic,112,46,482.36,110.0,13,103.6,1.4,0.183,12.32,1
USER-001504,46-55,Cordoba,,Free,301,20,137.92,40.0,26,105.6,13.0,0.006,1.99,0
USER-001505,36-45,Buenos Aires,Mobile,Free,6,39,187.96,103.0,30,60.1,18.4,0.512,39.0,1
USER-001506,26-35,Mendoza,Desktop,Free,177,37,341.76,,11,34.9,17.0,0.757,6.27,1
USER-001507,26-35,Buenos Aires,Desktop,Free,237,27,11.34,11.0,17,8.1,3.3,0.627,3.42,0
USER-001508,18-25,Buenos Aires,Tablet,Premium,303,35,122.63,115.0,12,33.9,18.9,0.391,3.47,1
USER-001509,26-35,Cordoba,Mobile,Premium,149,42,189.46,,4,71.5,17.5,0.087,8.46,1
USER-001510,36-45,Cordoba,Mobile,Free,190,28,59.82,13.0,14,85.8,7.3,0.775,,0
USER-001511,26-35,Cordoba,Mobile,Free,218,25,95.74,180.0,6,4.0,11.7,0.145,3.44,1
USER-001512,46-55,Rosario,Mobile,Premium,93,38,,7.0,6,15.3,1.1,0.159,12.26,1
USER-001513,46-55,Mendoza,Desktop,Free,22,28,461.76,111.0,28,47.8,16.6,0.063,28.0,0
USER-001514,,Buenos Aires,Mobile,Premium,66,1,25.72,68.0,12,50.4,2.9,,,0
USER-001515,36-45,Mendoza,Desktop,Free,45,37,,119.0,3,,1.7,0.599,24.67,0
USER-001516,,Cordoba,Tablet,Free,231,45,285.83,179.0,27,85.2,14.2,,5.84,1
USER-001517,18-25,Otros,Mobile,Premium,204,2,135.21,155.0,16,5.5,12.2,0.517,0.29,1
USER-001518,46-55,Otros,Mobile,Basic,59,31,323.05,165.0,2,24.6,12.2,0.548,15.76,1
USER-001519,26-35,Rosario,Mobile,Basic,153,24,478.17,38.0,6,,19.1,0.388,4.71,1
USER-001520,26-35,Buenos Aires,Mobile,Free,73,11,113.36,176.0,30,62.3,12.2,0.231,4.52,1
USER-001521,46-55,Otros,Mobile,Free,74,45,413.05,,5,106.1,17.1,0.765,18.24,0
USER-001522,18-25,,Mobile,Premium,294,34,423.68,27.0,2,49.9,17.0,0.529,3.47,0
USER-001523,18-25,La Plata,Desktop,Free,28,34,472.42,21.0,7,,,0.492,34.0,1
USER-001524,36-45,La Plata,Desktop,Basic,103,9,449.75,21.0,14,115.5,14.9,0.43,2.62,1
USER-001525,36-45,Buenos Aires,Desktop,Free,45,4,485.55,102.0,28,31.9,11.2,,2.67,1
USER-001526,26-35,La Plata,Mobile,Basic,304,14,289.83,112.0,16,45.5,18.7,0.431,1.38,1
USER-001527,46-55,Buenos Aires,Mobile,Basic,334,30,336.63,,26,23.5,11.7,0.24,,0
USER-001528,18-25,Rosario,Mobile,Free,159,31,,151.0,8,95.2,12.4,0.339,5.85,1
USER-001529,18-25,Mendoza,Mobile,Premium,107,42,465.81,122.0,21,76.6,,0.471,11.78,1
USER-001530,36-45,Buenos Aires,Desktop,Premium,248,27,65.12,109.0,1,59.8,11.5,0.198,3.27,0
USER-001531,26-35,La Plata,Desktop,Basic,116,21,364.2,90.0,3,93.7,9.7,0.638,5.43,1
USER-001532,36-45,Cordoba,Mobile,Free,28,38,463.85,179.0,20,34.7,12.6,0.307,,0
USER-001533,36-45,Otros,Mobile,Free,238,32,163.07,16.0,14,2.4,11.7,0.082,4.03,1
USER-001534,18-25,Otros,Mobile,Free,293,40,209.25,138.0,17,15.9,10.5,0.459,,0
USER-001535,26-35,Cordoba,Desktop,Free,252,2,441.36,,8,48.0,,0.79,0.24,1
USER-001536,26-35,Rosario,Mobile,Basic,96,4,53.7,18.0,6,119.8,3.1,0.717,1.25,0
USER-001537,26-35,Mendoza,Mobile,Premium,238,13,360.22,27.0,7,26.4,14.7,0.716,1.64,0
USER-001538,18-25,Buenos Aires,Tablet,Free,191,32,56.25,85.0,24,99.8,,0.132,5.03,1
USER-001539,36-45,Cordoba,Mobile,Basic,223,27,165.76,,27,24.0,6.5,0.023,3.63,1
USER-001540,26-35,La Plata,Mobile,Premium,75,47,42.01,132.0,4,84.3,12.3,0.459,18.8,0
USER-001541,36-45,Cordoba,Tablet,Premium,86,25,,,4,12.5,,0.217,8.72,0
USER-001542,46-55,Buenos Aires,Mobile,Free,101,11,460.37,160.0,12,113.7,11.4,0.493,3.27,1
USER-001543,36-45,Otros,Desktop,Basic,90,44,313.09,112.0,9,111.7,8.2,0.25,14.67,1
USER-001544,26-35,Rosario,Tablet,Premium,319,3,64.22,157.0,4,87.0,13.9,0.047,0.28,0
USER-001545,36-45,Otros,Mobile,Premium,14,44,31.8,29.0,2,57.5,9.0,0.583,44.0,0
USER-001546,46-55,Cordoba,Desktop,Premium,249,13,216.41,63.0,13,117.1,13.3,,1.57,0
USER-001547,26-35,Cordoba,Mobile,Basic,69,3,22.14,167.0,20,69.1,16.3,0.239,1.3,1
USER-001548,26-35,Buenos Aires,Tablet,Enterprise,68,43,,142.0,19,52.8,10.5,0.04,18.97,0
USER-001549,,Buenos Aires,Desktop,Free,142,27,433.94,125.0,24,53.7,11.2,0.023,5.7,1
USER-001550,36-45,Buenos Aires,Mobile,Free,135,50,258.15,155.0,0,51.6,5.6,0.626,11.11,1
USER-001551,36-45,La Plata,Desktop,Premium,233,11,387.51,86.0,22,35.4,3.1,0.506,1.42,1
USER-001552,36-45,Buenos Aires,Mobile,Basic,56,43,218.49,47.0,3,21.8,6.6,0.771,23.04,0
USER-001553,26-35,La Plata,Desktop,Basic,134,25,75.82,,19,9.0,1.5,0.063,5.6,0
USER-001554,36-45,Buenos Aires,Mobile,Enterprise,222,32,409.49,64.0,17,95.8,13.1,0.795,4.32,1
USER-001555,36-45,Otros,Mobile,Basic,362,33,491.17,123.0,22,59.8,11.6,0.157,2.73,0
USER-001556,18-25,Rosario,Tablet,Basic,325,50,449.66,69.0,14,17.1,14.6,0.634,4.62,0
USER-001557,36-45,Cordoba,Mobile,Free,281,10,36.2,135.0,8,28.2,15.4,0.383,1.07,1
USER-001558,26-35,Rosario,Desktop,Premium,249,34,33.57,141.0,11,116.9,13.1,,4.1,0
USER-001559,46-55,Buenos Aires,Mobile,Basic,230,44,378.08,128.0,10,105.6,7.9,0.602,5.74,0
USER-001560,18-25,Rosario,Mobile,Free,228,23,149.75,119.0,10,89.0,17.5,0.676,3.03,1
USER-001561,18-25,Otros,Mobile,Premium,326,28,,,19,92.1,14.9,,2.58,1
USER-001562,36-45,Otros,Mobile,Premium,48,25,384.44,62.0,21,35.9,,0.594,15.62,0
USER-001563,18-25,Buenos Aires,Desktop,Basic,115,43,93.16,18.0,28,57.5,14.6,0.524,11.22,1
USER-001564,46-55,Buenos Aires,Desktop,Enterprise,334,2,134.92,,6,5.0,12.6,0.634,0.18,0
USER-001565,26-35,Cordoba,Desktop,Free,248,14,172.2,58.0,28,37.4,1.7,0.737,1.69,1
USER-001566,36-45,Mendoza,Mobile,Premium,7,25,225.87,129.0,9,62.2,2.3,0.34,25.0,1
USER-001567,26-35,,Desktop,Free,277,16,219.47,136.0,6,98.5,,0.551,1.73,1
USER-001568,36-45,Buenos Aires,Desktop,Basic,122,0,324.48,999.0,20,90.9,16.2,,0.0,1
USER-001569,36-45,Buenos Aires,Mobile,Enterprise,242,32,333.92,137.0,23,,12.8,0.463,,1
USER-001570,26-35,Mendoza,Desktop,Premium,65,38,39.85,80.0,15,69.9,3.5,0.383,17.54,0
USER-001571,46-55,Rosario,Mobile,Free,225,5,432.31,153.0,17,90.0,8.2,0.202,0.67,1
USER-001572,18-25,Buenos Aires,,Free,228,28,89.74,60.0,7,68.6,3.0,0.781,3.68,1
USER-001573,36-45,Cordoba,Mobile,Premium,35,36,112.94,44.0,16,104.2,18.6,0.569,30.86,0
USER-001574,46-55,Buenos Aires,Mobile,Premium,80,0,100.71,999.0,5,,,0.553,0.0,1
USER-001575,26-35,Cordoba,Mobile,Free,168,40,302.46,142.0,29,96.4,,0.309,7.14,0
USER-001576,26-35,La Plata,Mobile,Free,360,5,151.49,,28,66.8,18.6,0.52,0.42,1
USER-001577,,Rosario,Desktop,Premium,37,17,216.36,140.0,20,17.5,7.0,0.327,,0
USER-001578,26-35,Rosario,Mobile,Free,64,46,388.82,4.0,14,100.4,,0.146,21.56,0
USER-001579,46-55,Buenos Aires,Mobile,Premium,176,24,,19.0,10,3.3,14.1,0.349,4.09,1
USER-001580,26-35,Buenos Aires,Mobile,Premium,23,25,458.91,76.0,27,11.3,2.7,0.673,25.0,0
USER-001581,55+,Buenos Aires,Mobile,Free,250,25,310.92,151.0,8,92.9,9.9,0.418,3.0,0
USER-001582,26-35,Rosario,Mobile,Basic,358,12,154.16,36.0,12,,11.8,0.497,1.01,1
USER-001583,26-35,Cordoba,Mobile,Free,284,27,283.43,133.0,28,76.6,3.2,0.423,2.85,1
USER-001584,36-45,Cordoba,Desktop,Free,16,23,403.4,109.0,5,44.2,17.0,0.455,23.0,1
USER-001585,18-25,Rosario,Mobile,Premium,172,8,221.49,179.0,24,118.6,9.6,0.771,1.4,0
USER-001586,36-45,La Plata,,,98,5,281.12,1.0,24,113.3,18.0,0.295,1.53,0
USER-001587,46-55,Mendoza,Mobile,Basic,294,7,235.68,,9,85.0,13.7,0.11,0.71,1
USER-001588,26-35,Buenos Aires,Mobile,Basic,214,41,280.2,71.0,2,73.4,12.3,0.752,5.75,1
USER-001589,26-35,Buenos Aires,Desktop,Basic,142,32,297.94,115.0,1,97.5,17.8,0.731,6.76,1
USER-001590,36-45,Cordoba,Tablet,Free,230,35,179.84,75.0,11,,16.9,0.255,4.57,1
USER-001591,18-25,La Plata,Mobile,Premium,107,23,,0.0,22,69.4,18.8,0.04,,0
USER-001592,26-35,Otros,Desktop,Basic,42,3,235.09,54.0,26,,17.1,0.376,2.14,1
USER-001593,26-35,Otros,Desktop,Premium,275,50,147.2,14.0,2,58.8,13.4,0.73,5.45,1
USER-001594,18-25,Rosario,Desktop,Free,101,8,496.91,18.0,12,113.1,11.3,0.745,2.38,1
USER-001595,18-25,Buenos Aires,Desktop,Premium,174,41,352.03,15.0,2,14.8,8.1,0.001,7.07,1
USER-001596,46-55,La Plata,Mobile,Premium,274,5,164.34,109.0,2,90.0,1.8,0.29,0.55,0
USER-001597,18-25,Rosario,Mobile,Free,140,4,406.73,151.0,10,82.0,1.1,0.387,0.86,0
USER-001598,46-55,Rosario,Desktop,Basic,7,19,285.27,,22,,16.4,0.113,19.0,1
USER-001599,26-35,Cordoba,Mobile,Free,75,26,178.86,152.0,8,34.2,10.0,0.092,10.4,0
USER-001600,55+,Mendoza,Mobile,Free,320,30,109.07,79.0,25,65.1,5.1,0.616,2.81,1
USER-001601,18-25,Buenos Aires,Mobile,Premium,329,42,309.28,,21,22.8,9.9,0.237,3.83,1
USER-001602,26-35,Cordoba,Desktop,Free,181,9,216.13,15.0,12,103.6,19.6,0.348,1.49,1
